sweep,family,N,alpha,t,j_star,w_small,model,n_repeats,wall_med_ms,wall_mean_ms,wall_cv,run_sample_med_ms,run_sample_mean_ms,run_sample_cv,run_count_med_ms,run_build_med_ms,phase3_fill_residual_med_ms,samples_per_sec_by_sample_med,ns_per_sample_by_sample_med
A_alpha_F0,F0,1000000,10.0,10000000,50000000,512,ours/adaptive,3,9000.69,8590.78,0.07388418251693989,1323.313214,1325.9805563333334,0.018505196806651723,4776.117222,2418.232302,nan,7556789.952828204,132.3313214
A_alpha_F0,F0,1000000,10.0,10000000,50000000,512,range_tree/enum_sampling,3,35714.9,35737.2,0.004116797860571312,146.407651,146.87848033333333,0.005466639374096793,35568.492776,0.00054,nan,68302441.37992488,14.6407651
A_alpha_F0,F0,1000000,10.0,10000000,50000000,512,range_tree/sampling,3,65035.5,65682.9,0.01652913972808413,34136.130016,34581.425353,0.021839461276401094,29794.236267,1127.321316,nan,292944.74784672086,3413.6130016
A_alpha_F0,F0,1000000,10.0,10000000,50000000,512,range_tree/adaptive,3,38622.1,38695.26666666666,0.0029073452247645815,1235.099653,1235.5069743333333,0.009073791978320441,36239.672847,1136.279567,nan,8096512.678722289,123.5099653
A_alpha_F0,F0,1000000,10.0,10000000,50000000,512,kd_tree/sampling,3,4134.53,4139.92,0.0028144133853214744,2956.370009,2960.6957803333335,0.0024431250329274914,982.310212,195.936617,nan,3382526.5340797193,295.6370009
A_alpha_F0,F0,1000000,30.0,10000000,50000000,512,ours/enum_sampling,3,8916.83,8545.55,0.0634958561653893,149.33887,149.368534,0.0050427359291813035,5906.221941,2373.581018,nan,66961803.04565048,14.933887
A_alpha_F0,F0,1000000,30.0,10000000,50000000,512,ours/sampling,3,12636.5,12195.233333333334,0.054622000186594126,5242.598901,5246.590235,0.0013838045896347702,4521.142971,2389.035185,nan,1907450.9015161446,524.2598901
A_alpha_F0,F0,1000000,30.0,10000000,50000000,512,ours/adaptive,3,12574.4,12230.2,0.04676510939051155,4697.54923,4675.247767666667,0.007610149352732291,5075.351048,2417.60904,3365.147319,2128769.6009946875,469.754923
A_alpha_F0,F0,1000000,30.0,10000000,50000000,512,range_tree/enum_sampling,3,41431.4,42222.3,0.02946843188596733,152.204316,152.914542,0.006901291134604832,41279.308459,0.00108,nan,65701159.223369196,15.2204316
A_alpha_F0,F0,1000000,30.0,10000000,50000000,512,range_tree/sampling,3,65346.9,65824.8,0.012206986189023224,34482.244951,34512.799385666665,0.003982285766802402,29752.975171,1111.676371,nan,290004.32002644293,3448.2244951
A_alpha_F0,F0,1000000,30.0,10000000,50000000,512,range_tree/adaptive,3,64650.1,64967.76666666666,0.009106057021321183,24205.762441,24160.092760333333,0.0054366570425703215,39351.966502,1123.803826,22982.871815,413124.7683015299,2420.5762441
A_alpha_F0,F0,1000000,30.0,10000000,50000000,512,kd_tree/sampling,3,5466.46,5485.62,0.009007858803682035,3845.306961,3853.2459836666667,0.006770544684129907,1443.999143,196.445463,nan,2600572.620449377,384.5306961
A_alpha_F0,F0,1000000,100.0,10000000,50000000,512,ours/enum_sampling,3,11004.2,10893.066666666668,0.016488158829492804,154.253056,154.580087,0.05353399447207251,8003.54297,1590.275915,nan,64828537.33542887,15.4253056
A_alpha_F0,F0,1000000,100.0,10000000,50000000,512,ours/sampling,3,13153.4,12715.7,0.050233937442297844,5505.091146,5503.552051,0.0039194017356785175,4792.771312,1584.408787,nan,1816500.3511823781,550.5091146
A_alpha_F0,F0,1000000,100.0,10000000,50000000,512,ours/adaptive,3,13615.1,13210.566666666668,0.04330597928668184,5715.721411,5718.089429000001,0.0006393356644937166,5014.631609,1609.407905,4313.479785,1749560.4283222822,571.5721411
A_alpha_F0,F0,1000000,100.0,10000000,50000000,512,range_tree/enum_sampling,3,58833.6,58459.23333333333,0.02267055882409008,169.372995,425.58584733333333,0.8699726513196427,58675.412516,0.00059,nan,59041289.31533625,16.9372995
A_alpha_F0,F0,1000000,100.0,10000000,50000000,512,range_tree/sampling,3,66890.5,67084.66666666667,0.011427844685442458,35482.371177,35402.21608466667,0.0046306067514007634,30300.895856,1113.900216,nan,281830.09388284886,3548.2371177
A_alpha_F0,F0,1000000,100.0,10000000,50000000,512,range_tree/adaptive,3,69968.9,70068.83333333333,0.0025650876150796085,32202.467876,32190.885311666665,0.0014112210982164788,36583.576392,1143.867063,30917.877514,310535.20613719313,3220.2467876
A_alpha_F0,F0,1000000,100.0,10000000,50000000,512,kd_tree/sampling,3,8599.43,8574.386666666667,0.04217388458466925,6021.889986,5922.180766,0.03542463626390315,2294.054329,195.118109,nan,1660608.2182252607,602.1889986
A_alpha_F0,F0,1000000,300.0,10000000,50000000,512,ours/enum_sampling,3,15478.9,16662.066666666666,0.10313357523477713,167.131279,167.05857233333333,0.006577578845917342,12400.293682,1568.949531,nan,59833204.53139116,16.7131279
A_alpha_F0,F0,1000000,300.0,10000000,50000000,512,ours/sampling,3,13461.3,14147.966666666665,0.13813464582466395,5700.935952,5801.220512666667,0.028134164192943085,4952.132223,1577.528734,nan,1754097.938337968,570.0935952
A_alpha_F0,F0,1000000,300.0,10000000,50000000,512,ours/adaptive,3,13972.5,13653.333333333334,0.03446185375544423,6100.537129,6121.805095333333,0.006321168932716527,5004.257657,1597.035402,4656.602173,1639199.9242924368,610.0537129
A_alpha_F0,F0,1000000,300.0,10000000,50000000,512,range_tree/enum_sampling,3,92156.2,94596.43333333333,0.0380975563079105,169.030342,169.834809,0.00799632092697889,91987.188307,0.00091,nan,59160975.96252867,16.9030342
A_alpha_F0,F0,1000000,300.0,10000000,50000000,512,range_tree/sampling,3,67954.0,68256.13333333333,0.009511030772701698,36109.77458,36621.05194433333,0.020075239118121858,30431.570766,1128.303901,nan,276933.3266771116,3610.977458
A_alpha_F0,F0,1000000,300.0,10000000,50000000,512,range_tree/adaptive,3,71114.0,71760.63333333333,0.01592332765915848,34625.435939,35230.74093966667,0.025041614763062155,35313.826263,1186.603311,33342.603462,288805.0281191291,3462.5435939
A_alpha_F0,F0,1000000,300.0,10000000,50000000,512,kd_tree/sampling,3,12258.1,12290.2,0.006254687833613614,8357.70712,8378.675844333333,0.00449588481969501,3689.434028,199.441308,nan,1196500.410509719,835.7707119999999
A_alpha_F0,F0,1000000,1000.0,10000000,50000000,512,ours/enum_sampling,3,28794.9,30940.666666666668,0.09822344686263484,232.574701,235.156886,0.019107808338146917,25657.279698,1603.318839,nan,42996938.00315796,23.2574701
A_alpha_F0,F0,1000000,1000.0,10000000,50000000,512,ours/sampling,3,13906.4,13474.8,0.04601828305726886,5905.063777,5910.345376666667,0.0017895051354155642,5128.874671,1617.95831,nan,1693461.81136089,590.5063777
A_alpha_F0,F0,1000000,1000.0,10000000,50000000,512,ours/adaptive,3,42933.7,42858.2,0.03710105863151518,1196.191648,1210.0200666666667,0.029298345478968972,38611.659958,1513.356265,nan,8359864.4219926875,119.6191648
A_alpha_F0,F0,1000000,1000.0,10000000,50000000,512,range_tree/enum_sampling,3,192642.0,197186.66666666666,0.03527369552764755,300.661649,1856.4370756666667,1.193208313645772,192361.97998,0.000469,nan,33259978.56148258,30.0661649
A_alpha_F0,F0,1000000,1000.0,10000000,50000000,512,range_tree/sampling,3,66937.7,67091.03333333333,0.003488123966926296,35864.286577,35848.721965666664,0.001319076337872367,29955.577705,1117.82622,nan,278828.91183490225,3586.4286577
A_alpha_F0,F0,1000000,1000.0,10000000,50000000,512,range_tree/adaptive,3,93213.1,93748.5,0.009060004616578198,1111.040233,1119.4349693333334,0.013745648124572608,90922.429567,1145.544491,nan,9000574.149325158,111.1040233
A_alpha_F0,F0,1000000,1000.0,10000000,50000000,512,kd_tree/sampling,3,20699.4,20611.86666666667,0.006036705348410735,13680.084623,13689.127096,0.0017773310525339271,6779.576655,196.408581,nan,730989.6302240147,1368.0084623
A_alpha_F1,F1,1000000,0.1,10000000,50000000,512,ours/enum_sampling,3,6244.66,5796.533333333334,0.11177330032718086,37.827451,37.468209333333334,0.028177901447249663,3363.458165,2353.555997,nan,264358283.08917773,3.7827451
A_alpha_F1,F1,1000000,0.1,10000000,50000000,512,ours/sampling,3,9009.4,8585.626666666667,0.07158143457668081,2759.93628,2798.096387,0.024278539394494807,3405.500494,2363.676296,nan,3623272.0561215277,275.993628
A_alpha_F1,F1,1000000,0.1,10000000,50000000,512,ours/adaptive,3,7306.17,6952.24,0.07956452676921834,1237.919721,1234.008181,0.021152694384507436,3266.992932,2348.856481,nan,8078068.254637653,123.7919721
A_alpha_F1,F1,1000000,0.1,10000000,50000000,512,range_tree/enum_sampling,3,33654.6,34131.0,0.0202952406933722,37.576094,37.47109866666666,0.030592482764089605,33617.020676,0.00056,nan,266126649.56607786,3.7576094
A_alpha_F1,F1,1000000,0.1,10000000,50000000,512,range_tree/sampling,3,59496.7,59598.53333333333,0.0029376150935028172,25836.334998,25841.915290333334,0.0007457729504560521,32470.406442,1204.69632,nan,387051.8013013109,2583.6334998
A_alpha_F1,F1,1000000,0.1,10000000,50000000,512,range_tree/adaptive,3,35183.9,35230.7,0.004414099680958728,1180.93005,1185.3371,0.007761043757591049,32764.386656,1227.511632,nan,8467902.057365717,118.093005
A_alpha_F1,F1,1000000,0.1,10000000,50000000,512,kd_tree/sampling,3,2081.8,2086.0,0.005039298799503505,1327.737356,1328.2014603333334,0.004969798614634135,561.306479,194.07914,nan,7531610.03929756,132.7737356
A_alpha_F1,F1,1000000,0.3,10000000,50000000,512,ours/enum_sampling,3,6413.16,5927.126666666666,0.11667342048400417,35.603461,35.600964000000005,0.003920388843246867,3517.447091,2359.739302,nan,280871570.3228964,3.5603461
A_alpha_F1,F1,1000000,0.3,10000000,50000000,512,ours/sampling,3,9638.6,9175.383333333333,0.07548611894299154,3218.209221,3217.652137666667,0.0017682541180778393,3546.385264,2376.736949,nan,3107318.17395411,321.8209221
A_alpha_F1,F1,1000000,0.3,10000000,50000000,512,ours/adaptive,3,7620.81,7143.816666666667,0.09581228227394659,1257.203701,1261.009846,0.0057406364789004734,3474.484642,2378.993711,nan,7954160.484928449,125.7203701
A_alpha_F1,F1,1000000,0.3,10000000,50000000,512,range_tree/enum_sampling,3,35205.4,35377.0,0.012010109348453493,40.403283,40.55025233333333,0.013445064769222591,35165.420163,0.00079,nan,247504639.6600989,4.0403283
A_alpha_F1,F1,1000000,0.3,10000000,50000000,512,range_tree/sampling,3,62624.8,62970.566666666666,0.0080670168344844,28235.336916,28231.063054,0.0015220665952587285,33240.504193,1207.831149,nan,354166.1298305012,2823.5336916
A_alpha_F1,F1,1000000,0.3,10000000,50000000,512,range_tree/adaptive,3,36586.3,36924.66666666667,0.01473646718527438,1188.026684,1183.9774156666667,0.008062128711072999,34139.001183,1254.321315,nan,8417319.3537461,118.8026684
A_alpha_F1,F1,1000000,0.3,10000000,50000000,512,kd_tree/sampling,3,2480.73,2483.12,0.00537179759278324,1652.891363,1654.7190886666667,0.004825150816078668,633.613403,195.677159,nan,6050004.388582434,165.2891363
A_alpha_F1,F1,1000000,1.0,10000000,50000000,512,ours/enum_sampling,3,6730.22,6244.82,0.11036988419381895,53.202478,54.56952166666667,0.10383659935940105,3782.077688,2389.210637,nan,187961169.77859566,5.3202478
A_alpha_F1,F1,1000000,1.0,10000000,50000000,512,ours/sampling,3,10540.6,10082.413333333334,0.06645369731990539,3942.891323,3942.875125,0.0048625767160049155,3716.864871,2376.650747,nan,2536209.8979667975,394.2891323
A_alpha_F1,F1,1000000,1.0,10000000,50000000,512,ours/adaptive,3,8070.02,7591.126666666667,0.08944250227147799,1308.395883,1305.4304586666667,0.009821176428226205,3864.189664,2383.08394,nan,7642946.702852014,130.8395883
A_alpha_F1,F1,1000000,1.0,10000000,50000000,512,range_tree/enum_sampling,3,36821.4,37154.833333333336,0.013966285186532208,56.289782,56.72805266666667,0.012634146496834947,36763.676529,0.00071,nan,177652135.8707696,5.6289782
A_alpha_F1,F1,1000000,1.0,10000000,50000000,512,range_tree/sampling,3,68568.6,68634.33333333333,0.001891961492954093,33146.947882,33147.733774,0.00026975453758801255,34214.92687,1217.121182,nan,301686.9014788045,3314.6947882
A_alpha_F1,F1,1000000,1.0,10000000,50000000,512,range_tree/adaptive,3,39472.1,39687.3,0.01362294475892773,1267.121699,1266.729683,0.015635063516665878,36688.563804,1238.321992,nan,7891901.786459739,126.7121699
A_alpha_F1,F1,1000000,1.0,10000000,50000000,512,kd_tree/sampling,3,3276.97,3272.063333333333,0.003021877546815066,2294.853017,2291.984022,0.002357719073971439,786.94659,195.164096,nan,4357577.555477925,229.4853017
A_alpha_F1,F1,1000000,3.0,10000000,50000000,512,ours/enum_sampling,3,7146.02,6693.803333333333,0.09899269145917874,123.621101,120.182881,0.04190534419024743,4167.510281,2379.010324,nan,80892338.92197742,12.3621101
A_alpha_F1,F1,1000000,3.0,10000000,50000000,512,ours/sampling,3,11286.8,11856.126666666667,0.15261324345554514,4592.788742,5041.795024666667,0.14009726038771458,3937.843488,2380.119524,nan,2177326.361335172,459.2788742
A_alpha_F1,F1,1000000,3.0,10000000,50000000,512,ours/adaptive,3,8475.97,8036.74,0.07855928057856007,1326.152233,1334.940888,0.018327684629295043,4242.544926,2402.332466,nan,7540612.420776281,132.6152233
A_alpha_F1,F1,1000000,3.0,10000000,50000000,512,range_tree/enum_sampling,3,38532.5,38988.433333333334,0.018329037712667404,126.687604,127.00719633333334,0.016485755100399593,38402.828456,0.00063,nan,78934320.99323624,12.6687604
A_alpha_F1,F1,1000000,3.0,10000000,50000000,512,range_tree/sampling,3,73900.1,74571.03333333334,0.013461722255542872,37568.282964,38129.90045,0.022900492545505004,35121.057738,1243.677996,nan,266181.98147577175,3756.8282964
A_alpha_F1,F1,1000000,3.0,10000000,50000000,512,range_tree/adaptive,3,42720.8,43066.433333333334,0.011479845731237406,1250.383298,1250.378849,0.009689528958747431,40231.121939,1260.776504,nan,7997547.644786279,125.0383298
A_alpha_F1,F1,1000000,3.0,10000000,50000000,512,kd_tree/sampling,3,4266.1,4267.31,0.000581902086622077,2987.380112,2986.098201,0.0009806046655010303,1083.919498,198.502469,nan,3347414.666058405,298.7380112
A_alpha_F1,F1,1000000,10.0,10000000,50000000,512,ours/enum_sampling,3,7842.77,7499.993333333334,0.10010891794674416,149.837581,157.78883066666666,0.09220713658575481,4850.002555,2375.878003,nan,66738931.13637493,14.9837581
